commit_id,OSV-2020-2184,OSV-2021-1589,OSV-2021-1791,OSV-2021-21,OSV-2021-213,OSV-2021-22,OSV-2021-221,OSV-2021-246,OSV-2021-247,OSV-2021-27,OSV-2021-274,OSV-2021-369,OSV-2021-404,OSV-2021-429,OSV-2021-464,OSV-2021-481,OSV-2021-485,OSV-2021-487,OSV-2021-496,OSV-2021-498,OSV-2021-526,OSV-2021-622,OSV-2021-639,OSV-2021-847,OSV-2021-897,OSV-2021-997,OSV-2022-1242,OSV-2022-322,OSV-2022-34,OSV-2022-4,OSV-2022-486,OSV-2022-511,OSV-2023-319,OSV-2023-51
d949577e61a1fc55b3f704d2fe53bca57b4278f8,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|1,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
4e231e35d1a72ccb6025e0f4a45327f0f5a3e28b,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|1,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
8359e6d06ad4c95f546251e78cab0df253936c09,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|1,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
594a5f33eb3b78d026bd89a21422b0c745f19aab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ba8b832d2b7c65047130edbc3b25c65dcae5597,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|1,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
fe868edf6c83666b3b44b4992f34b3b3bcf6545e,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|1,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
8c4e51ed26f362e2d5ecd3a9140101418cbf8a0d,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|1,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
4bcc265eaad41a4a180716c0e28bfbfe7a38ef66,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|1,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
8c230d62aca2249d16051dba452205f8fe7daeb1,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|1,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
c47f037233ff7df7802e6c9f6ba6a1825cf251f1,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|1,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
9f3cb14a0614f59bbcf85bb990e1214219825fa1,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|1,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
625b23eae661e207cd5a6d9beb2b25135d3b675d,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|1,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
5f5213c23cc8608537b234e93ee5dae31a77aaff,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|1,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
7265a6470e7d72ad90647024189d67724c0be73c,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
a581837d9400501c09f957298e91be0eec9a0b0a,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
e6035df1d3f285af9a2e756fb428633eb7898881,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
024dd6a35c430a25a017372938a4dcf5cd859d0b,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
1caf20f71935b55a11c97539cf6bd5d81e165316,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
7f4e9d435daa3e07ad57b784b6663edbb2ae33dc,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
d6014744c887658a8fa349020914647024859841,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
d3080f33bd815bcd794e2231ec43a1d7d2eba0c7,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
485e4222841128f61cf55787e012f2b1f878ef90,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
6a45bbf88d92ba660b5d3bf37597dcde6b23b353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ea1048affda5d2807189d53e90da2b17948a682,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
92acac33d2b3df6f77a98de0487980b3ba4cf003,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
4560df3ddd9e7031a450acdca28884884bd4f5ff,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
ccbd4d28519b2acdc959a0b91308dc8e336409aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb0137ef33b3926eb3b14e4dc428b22e076ef0ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964f5b21df9bd4f6bd171bef69519639fccb40c8,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
b0ee76012356fdb34cf8efeb96f6a6600675b72b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93a02dff1eff88b2336f69891aa9f2ca90d191cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627b2a01f6120067bb0ae63994086e04ab511322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784f82c1b9233f4868c535e2b57b1696f174d596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686fc9f079b632931ddca0e17e0055caeff51e11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868fdf6daf69e7e129d53862b1f62e83669af82d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effa3723eb19bc0840a0ef9e323a930f7da92010,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
f26b38a550e6791408b8218c35807f364ec1efb9,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
d76b105605e00841b004d0656596d5f2139adb0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e0b6e65bf6280e90f17232daefe595c49e4ab68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098765a82f80deedf9c68925b95fdf1e0f0a8d24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805276e363779ab113e0e844b99f07b5bb0d5dc0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc9430bc5c70b7645d73bc8139d09e32fda1db1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89908e35280ce1102f911c2cdfabc0e9db5ce766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23ad4e8b452c50bcffe4326f99e1e23f041274ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4abd3766df3a9050c4af9556a939bffad8b1205b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d83a089276a969ddb2aedc241228479ff3cae6c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abb0faba11d12a87c71b7d17d3f568b30d1e701c,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
9106fc33f2696e80c59f3153a4618d9a77d0b10f,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
5d7e4220166a4e42239230cac4bd71aee04d1326,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|1,1|1,0.5|1
16cc1d55b7d84f05668133b6bce5b30d3c52b6b3,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
0112ed48a52dcd9ec7f134c0769795b72f25b477,0|0,0|1,0|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|1,0|1,0|1,0|0,0|1,0|1,0|1,0|0,,0|1
58047c96c56a81c3f58ca72da7594a12d6067e50,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
41fdfff918387473fbe4c61674c91c807769a866,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
36fbefb68fd04d9399aec57e46f4ed44a84c39e1,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
f0fc8fb39bee563267ed6cdfeae0b34b46476368,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
1c57c0a37625fb09d83c393f84a19e3eaa9a9900,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
926b995c36dd8f5efa76713a234a8763ae7e2f0e,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
1171e327ddb134b5a73224de6e2fecc841a5fc25,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
0da2b4d6da24e62d8d53694c9ab4ef1d74e9bc5a,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
6759eb0d3a22431af1269e5f81fe4c45467bdf93,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
172274a277902cf3e330ad87da1fd6fb9ce72bdf,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
7eef8d8a6ce1f2b5573edf7e9599651fef475fd2,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
11e1a0052938c4ea51493bb4000792b7f87a87a0,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
8485bce0467bac9f270e24c9280b70bdbeaae616,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
90527886e77169e5699afbb0d793a7117fff6402,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
b09f9788f84cb68a786482be1f51844d13ae5b90,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
b20a726832ece4998de9e39eb9d745cf8f4b0fdb,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
5c9c98930f9835cf7d84c552b6919a18043a2119,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
ab19dc93ef9d2bfc4404d726afd89df5dba65bb2,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
3c8c9b5313901645717a845877669591b9cb5fc3,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
27b1b891d29e2be054562f0f62f9220814878483,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
33e249fd076a930b871f07cedb84bef328d90037,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
11fc8b7ea1c5e77f31c67ce204c35d50046d3640,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
65ecf6e07ac9abaaf516cec66d45a5165baf9e4e,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
12e4a732a5cc93c55424fb6b6849a287f70494b2,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
34047d564be3a2b61c85af39d0a9816a8102aa0e,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
3f5cc72f7a552c37af8a0aeec584f141936fd0e5,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
6d1813ea01109ad1fbd1a0acb9b3b43681f12e9c,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
8f241418f213f72c2da635e6a94653f3c3f6847e,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
342ea2d39a2942f9abdaf28e69bee711ac1b24d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2e133469def2be933d16edfbc3b280d5e82e681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b56e7d9458b54f0fa9bad5601ee3ac052bc272e0,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
98fe4474591bce90201f03714a51fcb6d5574fea,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
a347072d77e36903fde64824789bc62902495cd2,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
44439cf6f61114dbf50728de5b19d6e0a29571fd,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
58b99bf97145c161a28cccd3b9b9a333e503f59c,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
2fe8945be366f8393252e92bb4c2562d87c01b76,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
47c9fc9bacdb264722d5da128fe727a731ed6bea,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
5623afe5a5424771ab9921e30ddc7d09d907f98b,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
5c63eed34658a9f94a16ed560633b851e228c51b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e0a80ee6c46b23b2508903729dde108ed805660,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,1|1,0|1,0.5|0,1|1,0.5|1
